,Student ID,Age,Gender,Home Region,Home City,Program ID,Program Main Category Code,Program Sub Category Code,Program Skill Level,Program Presentation Method,Program Start Date,Program End Date,Program Days,Completed Degree,Level of Education,Education Speaciality,Employment Status,GPA,PCRF,GRST,CAUF,INFA,ABIR,SERU,TOSL,APMR,DTFH,QWLM,N/A,Total Regestration,Y
10,621c5334-db96-460e-982c-5f7c385b31b1,20,ذكر,منطقة نجران,نجران,04df155c-2eef-496e-b38e-30283b56249c,PCRF,PCRF,مبتدئ,عن بعد,2023-12-31,2024-01-18,19,لا,البكالوريوس,علوم الحاسبات,موظف - طالب,2.0,0,0,0,0,0,0,0,0,0,0,2,2,1
11,c51bfda7-f18f-40ba-9063-ffdddd5cb665,38,أنثى,منطقة الرياض,الرياض,0a9be3dd-a359-4afb-8cd6-0a94a04f70d4,APMR,SRTA,متوسط,حضوري,2023-12-03,2023-12-28,26,نعم,الماجستير,نظم المعلومات,موظف,4.0,18,0,1,2,2,0,0,0,0,0,10,33,0
12,c51bfda7-f18f-40ba-9063-ffdddd5cb665,38,أنثى,منطقة الرياض,الرياض,4957a013-46a7-419c-93d5-ebf3741ab2a1,PCRF,PCRF,مبتدئ,عن بعد,2023-07-16,2023-08-03,19,نعم,الماجستير,نظم المعلومات,موظف,4.0,18,0,1,2,2,0,0,0,0,0,10,33,0
13,0c5b3ca4-055d-4a0d-b799-90e6f269ce71,23,أنثى,منطقة مكة المكرمة,مكة المكرمة,786daedd-7fb3-4c4f-9c24-e19768b39ece,APMR,SRTA,متوسط,حضوري,2023-01-08,2023-03-07,59,نعم,البكالوريوس,علوم حاسب الي,خريج,4.7875,0,0,2,0,0,0,0,5,0,0,0,7,0
14,314850c4-036b-4773-a3c8-f34694ff79f2,29,ذكر,منطقة الرياض,الرياض,9a48a693-5c44-4c91-9443-417178621789,PCRF,PCRF,مبتدئ,حضوري,2023-03-19,2023-03-23,5,لا,البكالوريوس,تقنية المعلومات,عمل حر,3.75,0,0,0,0,0,0,0,0,0,0,0,1,1
15,5eb1e4cc-ea04-4675-a0bc-37f7aec93ddd,27,ذكر,منطقة مكة المكرمة,جدة,ec39b045-a8a4-4ae6-bc4b-c108c9562904,PCRF,PCRF,متوسط,حضوري,2022-11-20,2022-12-01,12,نعم,البكالوريوس,علوم الحاسبات,غير موظف,3.64,4,0,5,7,0,0,0,0,0,0,3,19,0
16,5eb1e4cc-ea04-4675-a0bc-37f7aec93ddd,27,ذكر,منطقة مكة المكرمة,جدة,1f09a274-8f35-41a1-9a5e-61a5f1cb98fc,TOSL,TOSL,متوسط,حضوري,2023-07-23,2023-09-14,54,نعم,البكالوريوس,علوم الحاسبات,غير موظف,3.64,4,0,5,7,0,0,0,0,0,0,3,19,0
17,5cb31f2b-7b35-482c-b505-4966418b4b65,24,أنثى,منطقة الرياض,الرياض,0d12d5ef-7965-4a0d-a18c-7cc826c4f971,APMR,SRTA,مبتدئ,حضوري,2022-11-27,2022-12-01,5,لا,البكالوريوس,علوم الحاسبات,غير موظف,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0
18,7a3f6f28-c0ff-465c-b2db-a5aaa6aa93e6,23,أنثى,منطقة الرياض,الرياض,ab263106-20a8-42aa-9626-278e62ae3a49,CAUF,SWPS,متقدم,حضوري,2023-09-03,2023-09-14,12,نعم,البكالوريوس,Software Engineering,خريج,4.6,0,0,3,1,0,0,0,2,0,0,0,6,0
19,7a3f6f28-c0ff-465c-b2db-a5aaa6aa93e6,23,أنثى,منطقة الرياض,الرياض,466894b4-ade6-45f9-a422-1e3cd7e97467,CAUF,SWPS,مبتدئ,حضوري,2022-09-12,2022-09-20,9,نعم,البكالوريوس,Software Engineering,خريج,4.6,0,0,3,1,0,0,0,2,0,0,0,6,0
20,1bc738df-243f-4bc8-a62a-525e831a26c6,24,ذكر,منطقة مكة المكرمة,جدة,ee1206d8-ea7a-492e-af9d-24d6f4039e18,PCRF,PCRF,مبتدئ,عن بعد,2023-04-02,2023-04-06,5,نعم,البكالوريوس,تقنية المعلومات,موظف,3.81,6,0,7,4,0,0,0,4,0,0,5,26,0
21,1bc738df-243f-4bc8-a62a-525e831a26c6,24,ذكر,منطقة مكة المكرمة,جدة,8d7f7985-b199-4712-9dfd-32f5e4a8eb85,INFA,INFA,مبتدئ,عن بعد,2023-03-05,2023-03-09,5,نعم,البكالوريوس,تقنية المعلومات,موظف,3.81,6,0,7,4,0,0,0,4,0,0,5,26,0
22,1bc738df-243f-4bc8-a62a-525e831a26c6,24,ذكر,منطقة مكة المكرمة,جدة,ce3562c8-8d27-4ffb-8dfc-e1dd4527b32a,PCRF,PCRF,مبتدئ,عن بعد,2023-01-15,2023-01-19,5,نعم,البكالوريوس,تقنية المعلومات,موظف,3.81,6,0,7,4,0,0,0,4,0,0,5,26,0
23,1bc738df-243f-4bc8-a62a-525e831a26c6,24,ذكر,منطقة مكة المكرمة,جدة,899795e1-7bf3-46d0-a58e-824d4033f6da,PCRF,PCRF,متوسط,عن بعد,2023-05-14,2023-11-02,173,نعم,البكالوريوس,تقنية المعلومات,موظف,3.81,6,0,7,4,0,0,0,4,0,0,5,26,1
24,d454af94-e89d-42fb-b738-c26f0d11b05c,34,ذكر,منطقة الرياض,الرياض,321e4dc8-c3c4-4173-bca5-59a0bd9f327c,PCRF,PCRF,متوسط,حضوري,2023-01-08,2023-01-19,12,نعم,البكالوريوس,Computer Networking and Cyber security,موظف,3.5625,0,0,0,0,0,0,0,0,0,0,0,1,0
25,742dd348-86d9-4e37-b73b-7bab375eeea4,43,ذكر,منطقة الرياض,الرياض,3218820e-5fc3-4dcb-8c23-17ac8de5e4b0,GRST,INFA,متوسط,حضوري,2022-12-25,2022-12-29,5,نعم,البكالوريوس,الجغرافيا البشرية,موظف,2.48,4,1,2,3,0,0,0,3,0,0,3,16,0
26,742dd348-86d9-4e37-b73b-7bab375eeea4,43,ذكر,منطقة الرياض,الرياض,0a6d6ea3-ef22-4ea1-8c80-5349125a48ed,GRST,INFA,متوسط,حضوري,2022-12-25,2022-12-29,5,نعم,البكالوريوس,الجغرافيا البشرية,موظف,2.48,4,1,2,3,0,0,0,3,0,0,3,16,0
27,d1ae2240-2cbd-4cee-a94a-5a40c54f9717,21,أنثى,منطقة الرياض,الرياض,e6be9f1a-dffa-4662-a7d2-74a6e12ad4b2,CAUF,SWPS,مبتدئ,حضوري,2022-11-06,2022-11-17,12,نعم,ثانوي,علوم وهندسة الحاسب - ذكاء اصطناعي,طالب,4.31,0,0,4,0,1,0,0,1,0,0,0,6,0
28,b8a19194-3be3-44ea-ade2-82670fff0039,24,ذكر,منطقة الرياض,الرياض,b46e3916-0e78-4c75-bc42-48d7e1168e27,PCRF,PCRF,مبتدئ,حضوري,2023-08-20,2023-09-07,19,نعم,البكالوريوس,علوم الحاسبات,موظف,3.0,10,0,1,3,0,0,0,0,0,0,5,19,0
29,b8a19194-3be3-44ea-ade2-82670fff0039,24,ذكر,منطقة الرياض,الرياض,453686d8-4023-4506-b2df-fac8b059ac26,PCRF,PCRF,مبتدئ,حضوري,2023-05-28,2023-06-08,12,نعم,البكالوريوس,علوم الحاسبات,موظف,3.0,10,0,1,3,0,0,0,0,0,0,5,19,0
30,b8a19194-3be3-44ea-ade2-82670fff0039,24,ذكر,منطقة الرياض,الرياض,321e4dc8-c3c4-4173-bca5-59a0bd9f327c,PCRF,PCRF,متوسط,حضوري,2023-01-08,2023-01-19,12,نعم,البكالوريوس,علوم الحاسبات,موظف,3.0,10,0,1,3,0,0,0,0,0,0,5,19,0
31,8d2a15d3-55c1-4298-857c-0a9549b3c6be,23,ذكر,منطقة الرياض,الرياض,cbbba769-bb8f-43f2-a24d-8ac13a74caff,CAUF,CRDP,مبتدئ,حضوري,2023-05-28,2023-06-01,5,نعم,البكالوريوس,Civil and Environmental engineering,طالب,3.9,0,0,2,0,0,0,0,1,0,0,0,3,0
32,25150e01-63e7-46c6-aa82-1c6d60047ce5,29,أنثى,منطقة نجران,نجران,0a189924-a682-4deb-80c9-5525ebd2b9da,CAUF,SWPS,مبتدئ,عن بعد,2022-12-04,2022-12-22,19,نعم,البكالوريوس,علوم الحاسب الالي,خريج,4.07,0,0,1,0,0,0,0,1,0,0,0,2,0
33,4f96d5e1-ded2-45b6-89d0-959eb57af29c,22,ذكر,منطقة الرياض,الرياض,60494e5b-b20a-4440-ab75-0fd257748dcc,TOSL,TOSL,متقدم,حضوري,2023-11-12,2023-12-14,33,نعم,البكالوريوس,الرياضيات التطبيقية,غير موظف,3.97,0,0,0,0,0,0,0,0,0,0,3,3,0
34,ba51e394-487c-4a98-ac3a-ac2d15540afa,30,ذكر,منطقة الرياض,الرياض,aee3a7b8-28ea-4b9d-963f-2f1413b81c04,PCRF,PCRF,متوسط,حضوري,2023-08-20,2023-08-31,12,نعم,الماجستير,أمن المعلومات,موظف,4.56,7,0,0,1,0,0,0,0,0,0,0,8,0
35,ad9a759e-710f-48c7-a055-8c4b7fb531a4,26,أنثى,منطقة الرياض,الرياض,2d5681bc-aa1c-4d85-bd5e-58f14bb9c317,INFA,INFA,متوسط,حضوري,2022-12-18,2023-05-01,135,لا,البكالوريوس,نظم معلومات,عمل حر,4.1,0,0,12,4,0,0,0,3,0,0,0,19,1
36,0bb6e639-33c0-459b-ad5d-302884889fec,30,ذكر,منطقة الرياض,الرياض,6912b706-121b-49c7-9b7b-c0c1dddd9fb4,TOSL,TOSL,مبتدئ,حضوري,2023-03-19,2023-03-23,5,نعم,الماجستير,علوم الحاسبات,موظف,2.5,0,1,1,1,1,0,0,3,0,0,1,8,0
37,0bb6e639-33c0-459b-ad5d-302884889fec,30,ذكر,منطقة الرياض,الرياض,c6de055c-6d48-442e-9f3c-9fc32768c8c8,APMR,SRTA,متوسط,حضوري,2023-05-21,2023-06-01,12,نعم,الماجستير,علوم الحاسبات,موظف,2.5,0,1,1,1,1,0,0,3,0,0,1,8,0
38,36493613-95c6-487a-ae73-3d99549210f4,29,ذكر,منطقة الرياض,الرياض,b3c56c6d-dd46-4f26-93ee-c16e211aa3b9,PCRF,PCRF,مبتدئ,حضوري,2023-08-27,2023-09-07,12,نعم,البكالوريوس,تقنية المعلومات,موظف,3.0,11,1,2,2,0,0,0,3,0,0,5,24,0
39,36493613-95c6-487a-ae73-3d99549210f4,29,ذكر,منطقة الرياض,الرياض,1b546d80-2ed0-42e6-9867-61b3d2f92d50,GRST,INFA,متوسط,حضوري,2023-08-13,2023-08-17,5,نعم,البكالوريوس,تقنية المعلومات,موظف,3.0,11,1,2,2,0,0,0,3,0,0,5,24,0
40,aa16247a-ddb0-4da5-b066-65ea5f15fd9a,29,ذكر,منطقة الرياض,الرياض,c49987af-b421-4b88-b36a-a0ec91d95aa3,GRST,INFA,متوسط,حضوري,2023-07-23,2023-07-27,5,نعم,البكالوريوس,شبكات الحاسب الآلي,موظف,3.28,3,2,4,1,0,0,0,4,0,0,1,15,0
41,d51fee63-eb88-480e-8220-36890a2e024b,25,أنثى,منطقة الرياض,الرياض,4ad7a7dc-abcf-43fa-b2e3-07095e083661,PCRF,PCRF,متقدم,حضوري,2023-11-12,2023-11-16,5,نعم,البكالوريوس,علوم الحاسب,عمل حر,3.49,5,0,5,0,0,2,0,3,0,0,0,15,0
42,215fabd5-3353-4bf8-9ed9-7dc35a57766f,24,أنثى,منطقة الرياض,الرياض,786daedd-7fb3-4c4f-9c24-e19768b39ece,APMR,SRTA,متوسط,حضوري,2023-01-08,2023-03-07,59,لا,البكالوريوس,تقنية المعلومات,غير موظف,4.0,0,1,5,0,1,0,0,0,0,0,41,48,0
43,0807fbcb-fc55-41b0-b903-711ac92a781c,24,أنثى,منطقة الرياض,الرياض,e6be9f1a-dffa-4662-a7d2-74a6e12ad4b2,CAUF,SWPS,مبتدئ,حضوري,2022-11-06,2022-11-17,12,نعم,البكالوريوس,لغويات تطبيقية,خريج,4.7,0,0,1,0,0,0,0,0,0,0,0,1,0
44,a04ea39c-c7db-45b6-8070-f6bfbe7a0d59,26,أنثى,منطقة المدينة المنورة,ينبع,355355c1-348f-42b9-b3dc-0820a3efa80f,CAUF,SWPS,مبتدئ,حضوري,2022-10-09,2022-11-17,40,نعم,البكالوريوس,علوم الحاسبات,غير موظف,3.0,5,0,10,1,0,1,0,5,0,0,4,26,0
45,984950c1-5ae8-4f6b-96be-be2e5b85631a,30,أنثى,منطقة الرياض,الرياض,9f691119-a59c-4051-a370-309619cf31dd,CAUF,SWPS,مبتدئ,حضوري,2023-04-02,2023-04-06,5,نعم,البكالوريوس,علوم الحاسبات,موظف,4.0,0,1,3,1,0,0,0,1,0,0,3,9,0
46,984950c1-5ae8-4f6b-96be-be2e5b85631a,30,أنثى,منطقة الرياض,الرياض,07ee262e-e05a-49aa-927b-079ada03da59,CAUF,SWPS,متوسط,حضوري,2023-11-12,2023-11-16,5,نعم,البكالوريوس,علوم الحاسبات,موظف,4.0,0,1,3,1,0,0,0,1,0,0,3,9,0
47,8c42c3b4-28d4-4fbb-b384-bf3ffb8a7684,28,ذكر,منطقة الرياض,الرياض,d0f06377-196d-486c-bad8-15c04f8cdad3,PCRF,PCRF,مبتدئ,عن بعد,2023-08-06,2023-08-10,5,نعم,البكالوريوس,علوم حاسب,موظف,2.65,5,1,0,0,0,0,0,0,0,0,0,6,0
48,7daafb3e-bf32-4787-b896-5592b28054d8,24,ذكر,منطقة الرياض,الرياض,e0189c33-e562-4d49-8b09-c1cc3f9781c9,INFA,INFA,متوسط,حضوري,2023-01-22,2023-02-02,12,نعم,الدكتوراه,علوم الحاسبات,موظف,5.0,0,0,0,0,0,0,0,0,0,0,1,1,0
49,5e5c78ed-8517-4c7e-9df8-47af9cf24adf,20,أنثى,منطقة الرياض,الرياض,84878a26-c398-48e9-a5b2-2c6d8efaa550,CAUF,SWPS,مبتدئ,حضوري,2022-11-20,2022-11-23,4,لا,البكالوريوس,تصميم منتجات,طالب,4.45,0,0,0,0,0,0,0,0,0,0,0,1,1
50,7afa138f-4e33-46b8-bbf0-6cf2a282349c,27,ذكر,منطقة الرياض,الرياض,96dd2655-a3f3-4507-913e-ebfd2dd0f7a6,PCRF,PCRF,مبتدئ,حضوري,2023-10-01,2023-10-12,12,نعم,الماجستير,علوم الحاسبات,موظف,4.0,4,0,0,0,0,0,0,0,0,0,2,6,0
51,7afa138f-4e33-46b8-bbf0-6cf2a282349c,27,ذكر,منطقة الرياض,الرياض,6f905d3e-9eb9-4c40-ba6e-758c9a66fa72,PCRF,PCRF,مبتدئ,حضوري,2023-10-29,2023-11-09,12,نعم,الماجستير,علوم الحاسبات,موظف,4.0,4,0,0,0,0,0,0,0,0,0,2,6,0
52,31dd299c-4441-4db1-a3a7-ba457b27cd99,25,ذكر,المنطقة الشرقية,حفر الباطن,f1836af7-20e4-4551-9571-68718889342f,CAUF,SWPS,متوسط,حضوري,2023-07-23,2023-09-14,54,نعم,البكالوريوس,computer science,غير موظف,3.36,1,0,2,0,0,0,0,0,0,0,0,3,0
53,5f57c7ff-a041-45a7-84c0-517d563eb514,23,أنثى,منطقة المدينة المنورة,المدينة المنورة,dd948935-4e37-4454-81f2-13d75c10cd69,PCRF,PCRF,مبتدئ,عن بعد,2023-04-02,2023-04-06,5,لا,الدكتوراه,تاريخ اسلامي,خريج,4.84,2,0,1,1,0,1,0,1,0,0,0,6,1
54,5f57c7ff-a041-45a7-84c0-517d563eb514,23,أنثى,منطقة المدينة المنورة,المدينة المنورة,580f44fe-6cce-41f2-b890-17bae1553aae,CAUF,SWPS,مبتدئ,عن بعد,2023-03-19,2023-03-23,5,لا,الدكتوراه,تاريخ اسلامي,خريج,4.84,2,0,1,1,0,1,0,1,0,0,0,6,1
55,8413d20c-e6ab-41c7-9e99-6ffa26fcffd5,20,أنثى,المنطقة الشرقية,الهفوف,ce3562c8-8d27-4ffb-8dfc-e1dd4527b32a,PCRF,PCRF,مبتدئ,عن بعد,2023-01-15,2023-01-19,5,لا,ثانوي,تقنية معلومات,طالب,5.0,0,0,0,0,0,0,0,1,0,0,0,1,1
56,9d0bc4ce-7137-4f3c-b19a-b088b54f2c6a,23,أنثى,منطقة الرياض,الرياض,580f44fe-6cce-41f2-b890-17bae1553aae,CAUF,SWPS,مبتدئ,عن بعد,2023-03-19,2023-03-23,5,نعم,البكالوريوس,علوم الحاسبات,غير موظف,4.55,5,0,11,2,0,1,0,2,0,0,3,24,0
57,5806cecd-3866-4a30-98a6-0498210775aa,28,ذكر,منطقة الرياض,الرياض,c49987af-b421-4b88-b36a-a0ec91d95aa3,GRST,INFA,متوسط,حضوري,2023-07-23,2023-07-27,5,نعم,البكالوريوس,هندسة شبكات,موظف,3.9,0,1,0,0,0,0,0,0,0,0,0,1,0
58,8d06051e-8a66-4654-bbce-20fd2353a837,42,أنثى,منطقة الرياض,الرياض,8f595e68-1027-462b-85fd-bac14b4f7b70,CAUF,SWPS,مبتدئ,حضوري,2023-10-08,2023-10-12,5,نعم,البكالوريوس,تطبيقات الحاسب الالي,موظف,4.22,0,0,2,0,0,0,0,0,0,0,0,2,0
59,d160dc7d-6e02-4271-9560-9d04baf0917f,31,ذكر,منطقة الرياض,الرياض,a5a9e969-2d2d-4a17-a8e9-b1589d970847,CAUF,SWPS,مبتدئ,حضوري,2022-12-11,2022-12-22,12,نعم,البكالوريوس,تقنية المعلومات,موظف,2.5,4,1,7,1,0,1,0,0,0,0,3,17,0
60,4fc34720-7c4c-4ac5-b9bc-257568657330,23,ذكر,منطقة القصيم,بريدة,ee1206d8-ea7a-492e-af9d-24d6f4039e18,PCRF,PCRF,مبتدئ,حضوري,2023-04-02,2023-04-06,5,نعم,البكالوريوس,هندسة كهربائية,خريج,4.12,1,0,2,1,0,0,0,3,0,0,0,7,0
61,22692b36-b3b1-4193-bc1e-d39c8953fd2c,27,ذكر,منطقة الرياض,الرياض,ec39b045-a8a4-4ae6-bc4b-c108c9562904,PCRF,PCRF,متوسط,حضوري,2022-11-20,2022-12-01,12,نعم,البكالوريوس,تقنية المعلومات,موظف,4.4,2,0,0,1,0,0,0,0,0,0,2,5,0
62,22692b36-b3b1-4193-bc1e-d39c8953fd2c,27,ذكر,منطقة الرياض,الرياض,9b4cedaa-fac0-4eac-aa4b-b05b6a0c97ff,PCRF,PCRF,متوسط,حضوري,2024-01-07,2024-01-18,12,نعم,البكالوريوس,تقنية المعلومات,موظف,4.4,2,0,0,1,0,0,0,0,0,0,2,5,0
63,08082ce8-49b1-41ff-ba2d-3f607ea402a3,20,أنثى,منطقة الرياض,الرياض,4185c029-c93a-49d0-87c3-fcede7b57048,CAUF,SWPS,مبتدئ,حضوري,2023-01-08,2023-01-12,5,نعم,البكالوريوس,Software engineering,طالب,5.0,0,0,11,2,0,0,0,3,0,0,0,16,0
64,8ec460c1-110e-46be-92eb-eb8920054795,31,أنثى,منطقة مكة المكرمة,مكة المكرمة,ce3562c8-8d27-4ffb-8dfc-e1dd4527b32a,PCRF,PCRF,مبتدئ,عن بعد,2023-01-15,2023-01-19,5,لا,البكالوريوس,تاريخ,عمل حر,3.6,0,0,0,0,0,0,0,2,0,0,0,2,1
65,f19c158e-fe6b-4281-86d9-ab5e7168467f,39,أنثى,منطقة الرياض,الرياض,1fb68d0e-0fc7-4178-9911-2ee82feed9c7,PCRF,PCRF,متقدم,حضوري,2024-01-07,2024-01-11,5,نعم,الدبلوم,علوم الحاسبات,غير موظف,4.92,0,0,13,0,0,0,0,0,0,0,0,13,0
66,77c08899-820d-4b60-926e-cf206d17b72e,35,أنثى,منطقة تبوك,تبوك,ce3562c8-8d27-4ffb-8dfc-e1dd4527b32a,PCRF,PCRF,مبتدئ,عن بعد,2023-01-15,2023-01-19,5,لا,البكالوريوس,علوم حاسب آلي,غير موظف,4.11,0,0,0,0,0,0,0,3,0,0,0,3,1
67,5256295b-4d26-4da7-80e5-f5e1b9828a84,38,ذكر,منطقة الرياض,الرياض,55a8f0c7-7fdc-4574-9828-44e5979f7c78,PCRF,PCRF,متقدم,حضوري,2023-05-28,2023-06-01,5,نعم,البكالوريوس,شبكات الحاسب,موظف,4.65,1,0,0,0,0,0,0,0,0,0,0,1,0
68,f3fb2344-c9b8-43cd-9c98-428adda9afa7,29,أنثى,منطقة مكة المكرمة,العاصمة المقدسة,899795e1-7bf3-46d0-a58e-824d4033f6da,PCRF,PCRF,متوسط,عن بعد,2023-05-14,2023-11-02,173,نعم,البكالوريوس,علوم الحاسبات,طالب,5.0,1,0,2,0,0,0,0,2,0,0,5,10,1
69,f3fb2344-c9b8-43cd-9c98-428adda9afa7,29,أنثى,منطقة مكة المكرمة,العاصمة المقدسة,ee1206d8-ea7a-492e-af9d-24d6f4039e18,PCRF,PCRF,مبتدئ,عن بعد,2023-04-02,2023-04-06,5,نعم,البكالوريوس,علوم الحاسبات,طالب,5.0,1,0,2,0,0,0,0,2,0,0,5,10,0
70,3596cf29-2e16-4d30-a6d0-765cbd8cac92,22,أنثى,منطقة الرياض,الرياض,a2361bd7-8d8a-465c-a552-fcfcde587f0a,CAUF,SWPS,مبتدئ,حضوري,2023-03-05,2023-03-09,5,نعم,ثانوي,تقنية معلومات,طالب,4.8,0,0,1,0,0,0,0,0,0,0,0,1,0
71,3596cf29-2e16-4d30-a6d0-765cbd8cac92,22,أنثى,منطقة الرياض,الرياض,7c46726b-ab7a-4300-bf11-ac9f8f9826cc,CAUF,SWPS,مبتدئ,حضوري,2023-03-05,2023-03-09,5,نعم,ثانوي,تقنية معلومات,طالب,4.8,0,0,1,0,0,0,0,0,0,0,0,1,0
72,9eca28ea-6ce5-492e-aae3-62e4bec8f6a1,33,ذكر,منطقة الرياض,الرياض,2fae1242-c8be-49f1-99bb-01f6edb0b464,PCRF,PCRF,مبتدئ,حضوري,2023-07-16,2023-07-27,12,نعم,البكالوريوس,شبكات الحاسب الآلي,غير موظف,3.0,5,0,0,1,0,0,0,0,0,0,1,7,0
73,9eca28ea-6ce5-492e-aae3-62e4bec8f6a1,33,ذكر,منطقة الرياض,الرياض,f4781655-baa0-421c-af96-8bb8df6590c4,PCRF,PCRF,مبتدئ,حضوري,2023-06-11,2023-06-15,5,نعم,البكالوريوس,شبكات الحاسب الآلي,غير موظف,3.0,5,0,0,1,0,0,0,0,0,0,1,7,0
74,0e4069d2-fe70-47cb-8de5-d01b82f084a3,32,أنثى,منطقة الرياض,الرياض,aee3a7b8-28ea-4b9d-963f-2f1413b81c04,PCRF,PCRF,متوسط,عن بعد,2023-07-23,2023-08-03,12,نعم,الماجستير,هندسة البرمجيات,موظف,4.5,0,1,4,1,0,0,0,0,0,0,0,6,0
75,0e4069d2-fe70-47cb-8de5-d01b82f084a3,32,أنثى,منطقة الرياض,الرياض,0d6336e2-4a79-4c32-8f15-073f9a4f6976,PCRF,PCRF,مبتدئ,حضوري,2023-07-16,2023-07-27,12,نعم,الماجستير,هندسة البرمجيات,موظف,4.5,0,1,4,1,0,0,0,0,0,0,0,6,0
76,0e4069d2-fe70-47cb-8de5-d01b82f084a3,32,أنثى,منطقة الرياض,الرياض,c1ade348-9775-4501-b050-252d5c5e6468,CAUF,SWPS,مبتدئ,حضوري,2022-12-18,2022-12-22,5,نعم,الماجستير,هندسة البرمجيات,موظف,4.5,0,1,4,1,0,0,0,0,0,0,0,6,0
77,0e4069d2-fe70-47cb-8de5-d01b82f084a3,32,أنثى,منطقة الرياض,الرياض,c1ade348-9775-4501-b050-252d5c5e6468,CAUF,SWPS,مبتدئ,عن بعد,2022-12-18,2022-12-22,5,نعم,الماجستير,هندسة البرمجيات,موظف,4.5,0,1,4,1,0,0,0,0,0,0,0,6,0
78,6f729fce-2336-4dad-a73e-5c41467483a4,24,أنثى,منطقة الرياض,الرياض,d710aa58-f37b-4dfe-8321-80c30c833c7c,CAUF,SWPS,متوسط,حضوري,2023-03-05,2023-03-16,12,نعم,البكالوريوس,نظم المعلومات,غير موظف,4.0,6,1,18,0,0,0,0,7,0,0,0,32,0
